bag_id,alan,footprint_area_m2,bouwjaar,status,gebruiksdoel,class6_points,roof_p30_z_nap_m,roof_p70_z_nap_m,roof_p90_z_nap_m,roof_span_m,ground_ring_points,ground_z_nap_m,h_measured_m
0503100000037130,B,53.37,2022,Pand in gebruik,woonfunctie,846,9.350,9.550,9.650,0.300,644,0.050,9.500
0503100000037131,B,50.02,2022,Pand in gebruik,woonfunctie,794,9.350,9.550,9.650,0.300,629,0.050,9.500
0503100000037594,B,596.05,2023,Pand in gebruik,"gezondheidszorgfunctie,woonfunctie",9188,12.950,13.050,13.050,0.100,3008,0.350,12.700
0503100000037132,B,60.00,2022,Pand in gebruik,woonfunctie,939,9.450,9.550,9.650,0.200,679,0.050,9.500
0503100000037133,B,53.33,2022,Pand in gebruik,woonfunctie,847,9.350,9.550,9.650,0.300,644,0.050,9.500
0503100000037134,B,59.99,2022,Pand in gebruik,woonfunctie,944,9.350,9.650,9.650,0.300,686,0.050,9.600
0503100000037135,B,49.98,2022,Pand in gebruik,woonfunctie,785,9.350,9.550,9.650,0.300,645,0.050,9.500
0503100000037136,B,59.96,2022,Pand in gebruik,woonfunctie,947,9.350,9.550,9.650,0.300,693,0.050,9.500
0503100000037137,B,66.61,2022,Pand in gebruik,woonfunctie,1061,9.350,9.550,9.650,0.300,717,0.050,9.500
0503100000037138,B,59.93,2022,Pand in gebruik,woonfunctie,933,9.350,9.550,9.650,0.300,660,0.050,9.500
0503100000036673,B,11.05,2014,Pand in gebruik,,249,0.150,0.150,0.250,0.100,3065,-2.150,2.300
0503100000037139,B,63.48,2022,Pand in gebruik,woonfunctie,1505,9.450,9.650,9.750,0.300,1484,0.050,9.600
0503100000037140,B,57.02,2022,Pand in gebruik,woonfunctie,1714,9.350,9.550,10.150,0.800,3354,0.050,9.500
0503100000037141,B,49.85,2022,Pand in gebruik,woonfunctie,1552,9.350,9.550,9.650,0.300,1470,0.050,9.500
0503100000037142,B,49.87,2022,Pand in gebruik,woonfunctie,1558,9.450,9.550,9.650,0.200,1350,0.050,9.500
0503100000037143,B,49.88,2022,Pand in gebruik,woonfunctie,1590,9.350,9.550,9.650,0.300,1348,0.050,9.500
0503100000037144,B,49.90,2022,Pand in gebruik,woonfunctie,1558,9.350,9.550,9.650,0.300,1338,0.050,9.500
0503100000037145,B,49.91,2022,Pand in gebruik,woonfunctie,1576,9.450,9.550,9.650,0.200,1296,0.050,9.500
0503100000037146,B,49.92,2022,Pand in gebruik,woonfunctie,1402,9.450,9.550,9.650,0.200,1244,0.050,9.500
0503100000035751,B,6.01,2017,Pand in gebruik,,184,2.450,2.550,2.550,0.100,1740,-0.150,2.700
0503100000037147,B,49.95,2022,Pand in gebruik,woonfunctie,1598,12.450,12.550,12.650,0.200,1234,0.050,12.500
0503100000034020,A,12.96,2011,Pand in gebruik,,291,1.250,1.250,1.350,0.100,896,-1.250,2.500
0503100000035752,B,5.95,2017,Pand in gebruik,,188,2.550,2.550,2.550,0.000,1626,-0.150,2.700
0503100000037148,B,49.95,2022,Pand in gebruik,woonfunctie,1592,12.450,12.550,12.650,0.200,1114,0.050,12.500
0503100000035753,B,6.01,2017,Pand in gebruik,,183,2.450,2.450,2.550,0.100,1867,-0.150,2.600
0503100000037149,B,49.97,2022,Pand in gebruik,woonfunctie,1392,12.450,12.550,12.650,0.200,1016,0.050,12.500
0503100000035754,B,5.91,2017,Pand in gebruik,,184,2.450,2.450,2.450,0.000,1970,-0.150,2.600
0503100000037151,B,96.65,2022,Pand in gebruik,woonfunctie,1380,12.250,12.550,12.650,0.400,636,0.050,12.500
0503100000035757,B,6.00,2017,Pand in gebruik,,208,2.550,2.550,2.550,0.000,1766,-0.150,2.700
0503100000036702,B,10.08,2018,Pand in gebruik,,174,2.150,2.150,2.250,0.100,1836,-0.250,2.400
0503100000037152,B,74.08,2022,Pand in gebruik,woonfunctie,1085,12.350,12.550,12.650,0.300,614,0.050,12.500
0503100000035758,B,7.10,2017,Pand in gebruik,,224,2.550,2.550,2.550,0.000,1807,-0.150,2.700
0503100000034041,B,54.93,1996,Pand in gebruik,,1419,1.150,1.250,1.250,0.100,3152,-1.650,2.900
0503100000035759,B,6.02,2017,Pand in gebruik,,210,2.450,2.450,2.550,0.100,1967,-0.150,2.600
0503100000035760,B,5.91,2017,Pand in gebruik,,220,2.450,2.450,2.450,0.000,2047,-0.150,2.600
0503100000037153,B,67.69,2022,Pand in gebruik,woonfunctie,1092,12.350,12.550,12.650,0.300,639,0.050,12.500
0503100000037154,B,61.26,2022,Pand in gebruik,woonfunctie,993,12.350,12.550,12.650,0.300,603,0.050,12.500
0503100000037155,B,54.40,2022,Pand in gebruik,woonfunctie,869,12.350,12.550,12.650,0.300,574,0.050,12.500
0503100000037156,B,61.07,2022,Pand in gebruik,woonfunctie,980,12.350,12.550,12.650,0.300,628,0.050,12.500
0503100000035763,A,1249.07,2018,Pand in gebruik,"bijeenkomstfunctie,woonfunctie",35380,42.750,42.950,42.950,0.200,6203,-0.150,43.100
0503100000037157,B,67.70,2022,Pand in gebruik,woonfunctie,1032,12.350,12.550,12.650,0.300,673,0.050,12.500
0503100000037158,B,54.50,2022,Pand in gebruik,woonfunctie,848,12.350,12.550,12.650,0.300,597,0.050,12.500
0503100000036714,A,1157.65,2020,Pand in gebruik,woonfunctie,38147,18.350,24.150,24.350,6.000,12714,-0.150,24.300
0503100000034055,B,19.90,1992,Pand in gebruik,,512,0.650,0.750,0.850,0.200,2367,-1.650,2.400
0503100000037159,B,54.18,2022,Pand in gebruik,woonfunctie,824,12.350,12.550,12.650,0.300,563,0.050,12.500
0503100000034056,B,12.95,1992,Pand in gebruik,,332,0.650,0.750,0.750,0.100,2286,-1.650,2.400
0503100000033559,B,12.59,1930,Pand in gebruik,,193,2.350,2.550,2.650,0.300,1587,-0.050,2.600
0503100000037160,B,60.37,2022,Pand in gebruik,woonfunctie,965,12.350,12.550,12.650,0.300,549,0.050,12.500
0503100000037161,B,53.64,2022,Pand in gebruik,woonfunctie,854,12.350,12.550,12.650,0.300,676,0.050,12.500
0503100000033561,A,86.46,2011,Pand in gebruik,winkelfunctie,2131,3.150,4.550,4.550,1.400,3945,-0.050,4.600
0503100000033564,B,87.92,2010,Pand in gebruik,,1397,3.850,4.050,4.150,0.300,2576,0.750,3.300
0503100000036724,B,2445.19,2022,Pand in gebruik,"bijeenkomstfunctie,overige gebruiksfunctie,woonfunctie",82544,15.750,21.950,62.350,46.600,25887,-0.150,22.100
0503100000033565,B,108.20,2010,Pand in gebruik,,1584,3.050,3.150,3.150,0.100,3152,0.750,2.400
0503100000037162,B,53.65,2022,Pand in gebruik,woonfunctie,756,9.350,9.550,9.650,0.300,738,0.050,9.500
0503100000033567,A,2562.60,2012,Pand in gebruik,"bijeenkomstfunctie,overige gebruiksfunctie,winkelfunctie,woonfunctie",114301,13.050,20.950,38.650,25.600,48533,-0.050,21.000
0503100000037163,B,60.35,2022,Pand in gebruik,woonfunctie,971,9.350,9.550,9.650,0.300,788,0.050,9.500
0503100000033568,A,51.46,2012,Pand in gebruik,woonfunctie,1686,12.050,12.250,12.350,0.300,914,-0.250,12.500
0503100000033569,A,51.46,2012,Pand in gebruik,woonfunctie,1703,9.950,12.150,12.150,2.200,960,-0.250,12.400
0503100000033570,A,51.45,2012,Pand in gebruik,woonfunctie,1643,10.050,12.050,12.150,2.100,1031,-0.250,12.300
0503100000037164,B,53.64,2022,Pand in gebruik,woonfunctie,845,9.350,9.550,9.650,0.300,790,0.050,9.500
0503100000033571,A,51.45,2012,Pand in gebruik,woonfunctie,1606,10.150,12.050,12.150,2.000,1042,-0.250,12.300
0503100000033572,A,51.44,2012,Pand in gebruik,woonfunctie,1673,10.050,12.050,12.150,2.100,1041,-0.250,12.300
0503100000037165,B,53.64,2022,Pand in gebruik,woonfunctie,868,9.350,9.550,9.650,0.300,790,0.050,9.500
0503100000033573,A,51.44,2012,Pand in gebruik,woonfunctie,1654,12.050,12.050,12.250,0.200,1103,-0.050,12.100
0503100000033574,A,51.44,2012,Pand in gebruik,woonfunctie,1690,10.050,12.050,12.150,2.100,976,-0.150,12.200
0503100000037166,B,53.62,2022,Pand in gebruik,woonfunctie,845,9.350,9.550,9.650,0.300,790,0.050,9.500
0503100000033575,A,51.44,2012,Pand in gebruik,woonfunctie,1669,10.050,12.050,12.150,2.100,1009,-0.250,12.300
0503100000037167,B,53.62,2022,Pand in gebruik,woonfunctie,854,9.350,9.550,9.650,0.300,793,0.050,9.500
0503100000037168,B,53.62,2022,Pand in gebruik,woonfunctie,865,9.350,9.650,9.650,0.300,805,0.050,9.600
0503100000037169,B,53.61,2022,Pand in gebruik,woonfunctie,848,9.350,9.550,9.650,0.300,792,0.050,9.500
0503100000037170,B,60.30,2022,Pand in gebruik,woonfunctie,949,9.450,9.650,9.650,0.200,840,0.050,9.600
0503100000037171,B,53.60,2022,Pand in gebruik,woonfunctie,860,12.450,12.550,12.650,0.200,773,0.050,12.500
0503100000037172,B,50.26,2022,Pand in gebruik,woonfunctie,806,12.350,12.550,12.650,0.300,732,0.050,12.500
0503100000037173,B,60.35,2022,Pand in gebruik,woonfunctie,953,12.350,12.550,12.650,0.300,805,0.050,12.500
0503100000038122,B,115.50,1977,Pand in gebruik,woonfunctie,2831,4.750,6.850,7.650,2.900,3789,-1.150,8.000
0503100000038123,B,116.22,1977,Pand in gebruik,woonfunctie,2835,4.750,6.850,7.650,2.900,3954,-1.150,8.000
0503100000035282,A,959.18,2016,Pand in gebruik,"winkelfunctie,woonfunctie",28841,42.750,42.750,42.950,0.200,3910,-0.150,42.900
0503100000038124,B,119.69,1977,Pand in gebruik,woonfunctie,2953,4.750,6.850,7.650,2.900,4272,-1.150,8.000
0503100000038134,B,613.71,2022,Pand in gebruik,woonfunctie,11690,23.650,26.950,27.050,3.400,2854,0.050,26.900
0503100000038135,B,597.66,2022,Pand in gebruik,"winkelfunctie,woonfunctie",18608,23.750,23.850,24.050,0.300,7150,0.050,23.800
0503100000034782,A,3.52,1965,Pand in gebruik,,88,0.550,0.650,0.650,0.100,2157,-1.750,2.400
0503100000034801,B,6.71,1970,Pand in gebruik,,464,3.450,3.550,3.550,0.100,3976,-1.850,5.400
0503100000034816,B,8.94,2013,Pand in gebruik,overige gebruiksfunctie,452,1.150,1.150,1.150,0.000,6674,-1.350,2.500
0503100000034819,B,3.64,2015,Pand in gebruik,,55,2.050,2.050,2.150,0.100,1316,-0.250,2.300
0503100000037708,B,7.17,2008,Pand in gebruik,,179,0.850,0.850,0.850,0.000,2072,-1.550,2.400
0503100000037210,A,7.52,2019,Pand in gebruik,,254,1.950,2.150,2.250,0.300,3767,-0.150,2.300
0503100000037212,B,16.32,2013,Pand in gebruik,,409,0.950,0.950,1.050,0.100,2740,-1.550,2.500
0503100000037213,B,7.46,2011,Pand in gebruik,,194,0.550,0.750,0.850,0.300,2077,-1.550,2.300
0503100000037214,B,11.64,2001,Pand in gebruik,,232,0.650,0.750,0.850,0.200,2614,-1.550,2.300
0503100000037714,B,19.60,2021,Pand in gebruik,,341,2.150,2.150,2.150,0.000,2107,-0.350,2.500
0503100000037216,B,28.47,2018,Pand in gebruik,overige gebruiksfunctie,368,2.750,2.750,2.750,0.000,2691,-0.050,2.800
0503100000038184,A,996.55,2023,Pand in gebruik,onderwijsfunctie,0,,,,,57049,-2.050,
0503100000038188,B,14.86,2022,Pand in gebruik,kantoorfunctie,251,2.650,2.650,2.650,0.000,3047,-0.050,2.700
0503100000035337,A,6911.73,2017,Pand in gebruik,"overige gebruiksfunctie,winkelfunctie,woonfunctie",248399,11.750,12.250,24.350,12.600,40253,-0.150,12.400
0503100000034844,A,16.33,2014,Pand in gebruik,overige gebruiksfunctie,375,2.550,2.650,2.650,0.100,2017,-0.150,2.800
0503100000036827,A,64.17,2020,Pand in gebruik,,2038,2.350,2.750,2.950,0.600,5553,-0.850,3.600
0503100000036830,B,53.79,2019,Pand in gebruik,woonfunctie,1354,1.950,2.050,2.050,0.100,5084,-1.850,3.900
0503100000038209,B,23.06,2023,Pand in gebruik,,0,,,,,4756,-0.350,
0503100000036831,B,19.07,2019,Pand in gebruik,woonfunctie,449,1.550,1.750,1.850,0.300,3465,-1.850,3.600
0503100000038210,B,6.00,2023,Pand in gebruik,,0,,,,,3711,-0.350,
0503100000038212,A,28.46,2023,Pand in gebruik,,0,,,,,14866,-1.950,
0503100000036832,B,18.94,2019,Pand in gebruik,woonfunctie,484,1.350,1.750,1.850,0.500,3570,-1.850,3.600
0503100000036833,B,50.03,2019,Pand in gebruik,woonfunctie,1126,1.650,1.750,1.850,0.200,4886,-1.850,3.600
0503100000036834,B,19.01,2019,Pand in gebruik,woonfunctie,473,1.350,1.650,1.750,0.400,3847,-1.850,3.500
0503100000036835,B,18.39,2019,Pand in gebruik,woonfunctie,382,2.250,2.550,2.650,0.400,3076,-1.950,4.500
0503100000036836,B,30.06,2019,Pand in gebruik,woonfunctie,785,1.750,2.050,2.050,0.300,4700,-1.850,3.900
0503100000036837,B,10.84,2019,Pand in gebruik,overige gebruiksfunctie,275,0.950,1.050,1.150,0.200,3361,-1.850,2.900
0503100000036839,B,20.05,2019,Pand in gebruik,woonfunctie,535,1.450,1.650,1.750,0.300,4017,-1.850,3.500
0503100000038250,B,2111.91,2024,Pand in gebruik,onderwijsfunctie,0,,,,,52603,-0.250,
0503100000036853,B,16.80,2019,Pand in gebruik,woonfunctie,367,1.350,1.750,1.850,0.500,3150,-1.950,3.700
0503100000038258,A,24.22,2023,Pand in gebruik,,0,,,,,6915,-0.550,
0503100000038260,A,4.19,2023,Pand in gebruik,,0,,,,,5597,-0.050,
0503100000036860,B,26.87,2019,Pand in gebruik,overige gebruiksfunctie,671,3.250,3.250,3.250,0.000,5492,0.550,2.700
0503100000035372,B,2217.08,2017,Pand in gebruik,"bijeenkomstfunctie,overige gebruiksfunctie,woonfunctie",71033,4.250,13.050,13.450,9.200,22516,-0.150,13.200
0503100000034895,A,1165.69,2015,Pand in gebruik,"overige gebruiksfunctie,winkelfunctie,woonfunctie",57107,42.650,42.850,42.950,0.300,8292,-0.150,43.000
0503100000035380,B,68.41,2017,Pand in gebruik,woonfunctie,2265,8.950,9.150,9.650,0.700,4962,-0.250,9.400
0503100000036881,B,6.13,2019,Pand in gebruik,,151,0.350,0.450,0.450,0.100,1504,-1.950,2.400
0503100000036884,B,6.18,2020,Pand in gebruik,,94,2.850,2.850,2.950,0.100,1124,0.250,2.600
0503100000034482,A,4535.81,2014,Pand in gebruik,woonfunctie,141632,15.250,15.250,15.450,0.200,35190,-0.250,15.500
0503100000036885,B,6.17,2020,Pand in gebruik,,85,2.850,2.850,2.950,0.100,1159,0.250,2.600
0503100000036886,B,6.16,2020,Pand in gebruik,,91,2.850,2.850,2.950,0.100,1230,0.250,2.600
0503100000036887,B,6.17,2020,Pand in gebruik,,92,2.850,2.850,2.950,0.100,1169,0.250,2.600
0503100000036888,B,6.18,2020,Pand in gebruik,,83,2.850,2.850,2.950,0.100,1187,0.250,2.600
0503100000036889,B,6.17,2020,Pand in gebruik,,90,2.850,2.850,2.950,0.100,1214,0.250,2.600
0503100000036890,B,6.17,2020,Pand in gebruik,,88,2.850,2.850,2.950,0.100,1355,0.250,2.600
0503100000036891,B,6.17,2020,Pand in gebruik,,96,2.850,2.850,2.950,0.100,1341,0.250,2.600
0503100000036892,B,55.37,2020,Pand in gebruik,woonfunctie,842,7.650,9.150,9.850,2.200,1568,0.250,8.900
0503100000035391,B,63.24,2017,Pand in gebruik,woonfunctie,2139,11.050,11.950,11.950,0.900,2753,-0.150,12.100
0503100000036893,B,55.37,2020,Pand in gebruik,woonfunctie,873,7.650,9.150,9.950,2.300,1477,0.250,8.900
0503100000035392,B,70.85,2017,Pand in gebruik,woonfunctie,2299,9.050,10.250,11.950,2.900,2809,-0.150,10.400
0503100000036894,B,55.37,2020,Pand in gebruik,woonfunctie,858,7.650,9.150,9.850,2.200,1528,0.250,8.900
0503100000036895,B,55.36,2020,Pand in gebruik,woonfunctie,866,7.650,9.150,9.950,2.300,1480,0.250,8.900
0503100000035393,B,74.84,2017,Pand in gebruik,woonfunctie,2528,9.050,10.150,11.950,2.900,4409,-0.250,10.400
0503100000036896,B,55.36,2020,Pand in gebruik,woonfunctie,860,7.650,9.150,9.850,2.200,1509,0.250,8.900
0503100000035394,B,74.70,2017,Pand in gebruik,woonfunctie,2559,8.950,9.050,9.450,0.500,4962,-0.150,9.200
0503100000036897,B,55.35,2020,Pand in gebruik,woonfunctie,867,7.650,9.150,9.850,2.200,1546,0.250,8.900
0503100000035395,B,61.53,2017,Pand in gebruik,woonfunctie,2186,11.150,11.950,11.950,0.800,2564,-0.150,12.100
0503100000036898,B,55.36,2020,Pand in gebruik,woonfunctie,858,7.650,9.150,9.850,2.200,1558,0.250,8.900
0503100000038371,B,6.17,2023,Pand in gebruik,,0,,,,,1053,0.450,
0503100000038372,B,6.20,2023,Pand in gebruik,,0,,,,,693,0.350,
0503100000036899,B,55.66,2020,Pand in gebruik,woonfunctie,858,7.650,9.150,9.950,2.300,1435,0.250,8.900
0503100000038373,B,6.20,2023,Pand in gebruik,,0,,,,,782,0.350,
0503100000035396,B,70.81,2017,Pand in gebruik,woonfunctie,2410,8.950,10.250,12.050,3.100,2714,-0.150,10.400
0503100000038374,B,6.20,2023,Pand in gebruik,,0,,,,,704,0.250,
0503100000038375,B,6.15,2023,Pand in gebruik,,0,,,,,944,0.250,
0503100000038376,B,6.19,2023,Pand in gebruik,,0,,,,,1340,0.250,
0503100000038377,B,6.18,2023,Pand in gebruik,,0,,,,,1269,0.250,
0503100000035397,B,75.14,2017,Pand in gebruik,woonfunctie,2653,10.550,11.950,12.050,1.500,2942,-0.150,12.100
0503100000038378,B,6.18,2023,Pand in gebruik,,0,,,,,1177,0.250,
0503100000038379,B,6.19,2023,Pand in gebruik,,0,,,,,945,0.250,
0503100000038380,B,6.19,2023,Pand in gebruik,,0,,,,,877,0.250,
0503100000038381,B,6.18,2023,Pand in gebruik,,0,,,,,897,0.350,
0503100000038383,A,37.44,2023,Pand in gebruik,overige gebruiksfunctie,962,2.950,3.050,3.050,0.100,2490,-0.350,3.400
0503100000038401,B,23.90,2024,Pand in gebruik,,0,,,,,2896,0.150,
0503100000038402,B,27.88,2024,Pand in gebruik,,2,2.650,2.650,2.650,0.000,2350,-0.150,2.800
0503100000038403,B,65.76,2024,Pand in gebruik,woonfunctie,0,,,,,3482,0.050,
0503100000038404,B,66.58,2024,Pand in gebruik,woonfunctie,0,,,,,3767,0.050,
0503100000038405,B,66.60,2024,Pand in gebruik,woonfunctie,0,,,,,3771,0.050,
0503100000038406,B,66.62,2024,Pand in gebruik,woonfunctie,0,,,,,3737,0.050,
0503100000038407,B,66.64,2024,Pand in gebruik,woonfunctie,0,,,,,3792,0.050,
0503100000038408,B,66.66,2024,Pand in gebruik,woonfunctie,0,,,,,3700,0.050,
0503100000038409,B,66.67,2024,Pand in gebruik,woonfunctie,0,,,,,3666,0.050,
0503100000038410,B,66.69,2024,Pand in gebruik,woonfunctie,0,,,,,3728,0.050,
0503100000038411,B,67.83,2024,Pand in gebruik,woonfunctie,0,,,,,3737,0.050,
0503100000038412,B,66.73,2024,Pand in gebruik,woonfunctie,0,,,,,3799,0.050,
0503100000038413,B,66.75,2024,Pand in gebruik,woonfunctie,0,,,,,3805,0.050,
0503100000038414,B,66.76,2024,Pand in gebruik,woonfunctie,0,,,,,3779,0.050,
0503100000038415,B,66.79,2024,Pand in gebruik,woonfunctie,0,,,,,3807,0.050,
0503100000038416,B,66.80,2024,Pand in gebruik,woonfunctie,0,,,,,3792,0.050,
0503100000038417,B,66.82,2024,Pand in gebruik,woonfunctie,0,,,,,3765,0.050,
0503100000034526,A,69.42,2013,Pand in gebruik,,6716,1.650,1.950,2.050,0.400,19736,-1.550,3.500
0503100000038418,B,68.98,2024,Pand in gebruik,woonfunctie,0,,,,,3729,-0.050,
0503100000034528,B,12.00,2008,Pand in gebruik,,281,1.150,1.350,1.350,0.200,2813,-1.250,2.600
0503100000036936,A,13.03,2019,Pand in gebruik,,322,0.750,0.750,0.750,0.000,2682,-1.850,2.600
0503100000036937,A,15.82,2019,Pand in gebruik,,376,0.950,0.950,0.950,0.000,2228,-1.750,2.700
0503100000036938,A,8.83,2018,Pand in gebruik,,231,0.450,0.450,0.450,0.000,2968,-1.850,2.300
0503100000036943,B,25.59,2020,Pand in gebruik,woonfunctie,661,1.650,1.850,1.950,0.300,3573,-1.950,3.800
0503100000036951,B,9.24,2008,Pand in gebruik,,209,0.250,0.250,0.750,0.500,1843,-2.050,2.300
0503100000036952,B,15.00,2008,Pand in gebruik,,335,0.150,0.250,0.350,0.200,2280,-2.050,2.300
0503100000036953,B,33.31,2020,Pand in gebruik,woonfunctie,822,1.450,1.950,2.050,0.600,4577,-1.950,3.900
0503100000036956,B,14.52,2015,Pand in gebruik,,353,0.850,0.850,0.850,0.000,2210,-1.650,2.500
0503100000034547,A,16.45,2011,Pand in gebruik,,516,0.850,0.850,0.850,0.000,3336,-1.550,2.400
0503100000034947,A,15.35,2010,Pand in gebruik,,742,1.750,1.750,1.750,0.000,6292,-0.950,2.700
0503100000036965,B,8.39,2007,Pand in gebruik,,1,0.650,0.650,0.650,0.000,1130,-1.450,2.100
0503100000034967,A,117.65,2004,Pand in gebruik,,3636,1.450,1.450,1.550,0.100,8082,-0.450,1.900
0503100000036987,B,12.87,2009,Pand in gebruik,,531,0.450,0.550,0.650,0.200,5423,-1.650,2.200
0503100000036993,B,28.25,2020,Pand in gebruik,woonfunctie,688,1.650,1.950,2.050,0.400,3317,-1.950,3.900
0503100000037321,B,81.41,2023,Pand in gebruik,"kantoorfunctie,woonfunctie",1189,16.950,19.750,19.750,2.800,499,2.050,17.700
0503100000035442,B,68.36,2016,Pand in gebruik,bijeenkomstfunctie,1589,2.950,3.750,4.150,1.200,4912,-0.950,4.700
0503100000037331,B,71.57,2023,Pand in gebruik,woonfunctie,1117,15.350,15.350,15.550,0.200,858,1.950,13.400
0503100000037335,A,1961.80,2023,Pand in gebruik,woonfunctie,46702,18.450,21.950,27.250,8.800,17416,-0.250,22.200
0503100000037336,A,1251.64,2023,Pand in gebruik,"bijeenkomstfunctie,overige gebruiksfunctie,woonfunctie",47784,39.650,63.350,63.650,24.000,10131,-0.250,63.600
0503100000037337,B,348.75,2023,Pand in gebruik,"kantoorfunctie,winkelfunctie,woonfunctie",5414,21.650,21.850,22.150,0.500,2427,0.750,21.100
0503100000037012,B,14.72,2018,Pand in gebruik,,337,0.650,0.750,0.750,0.100,2344,-1.850,2.600
0503100000037017,B,666.63,2022,Pand in gebruik,"industriefunctie,overige gebruiksfunctie,woonfunctie",10272,20.350,23.550,23.650,3.300,3962,0.050,23.500
0503100000035942,B,23.17,2018,Pand in gebruik,,574,4.350,4.350,4.350,0.000,3972,0.750,3.600
0503100000037362,B,89.89,2023,Pand in gebruik,woonfunctie,1406,16.150,16.350,16.450,0.300,1093,2.150,14.200
0503100000035479,B,23.39,1999,Pand in gebruik,,572,0.950,0.950,1.050,0.100,3275,-1.450,2.400
0503100000037878,B,15.68,2020,Pand in gebruik,,344,1.150,1.250,1.350,0.200,3011,-1.350,2.600
0503100000035052,B,3327.01,2017,Pand in gebruik,onderwijsfunctie,68833,11.850,13.250,13.350,1.500,18120,0.550,12.700
0503100000035053,B,55.85,2017,Pand in gebruik,,1841,3.550,3.550,3.550,0.000,6970,0.050,3.500
0503100000035054,B,192.41,2016,Pand in gebruik,overige gebruiksfunctie,6487,3.450,3.550,3.650,0.200,11197,0.050,3.500
0503100000036564,B,768.10,1995,Pand in gebruik,,26863,7.450,7.550,7.550,0.100,22239,0.150,7.400
0503100000036583,A,12.36,2016,Pand in gebruik,,315,1.050,1.050,1.150,0.100,2662,-1.450,2.500
0503100000036584,A,12.46,2016,Pand in gebruik,,219,1.050,1.150,1.150,0.100,3240,-1.450,2.600
0503100000036585,A,10.89,2016,Pand in gebruik,,383,0.850,0.950,4.650,3.800,1700,-1.450,2.400
0503100000037558,B,122.54,2023,Pand in gebruik,woonfunctie,1859,12.150,15.150,15.550,3.400,2616,1.850,13.300
0503100000037572,B,9.60,1994,Pand in gebruik,,156,0.550,0.650,0.650,0.100,1635,-1.550,2.200
0503100000037573,B,1078.16,2024,Pand in gebruik,"bijeenkomstfunctie,overige gebruiksfunctie,woonfunctie",16996,13.950,19.150,21.850,7.900,4038,0.250,18.900
0503100000037574,B,60.81,2024,Pand in gebruik,woonfunctie,0,,,,,2997,0.050,
0503100000037579,B,64.28,2023,Pand in gebruik,woonfunctie,954,9.550,9.650,9.650,0.100,1007,0.350,9.300
0503100000037580,B,60.74,2023,Pand in gebruik,woonfunctie,916,9.550,9.650,9.650,0.100,698,0.250,9.400
0503100000037584,B,57.40,2023,Pand in gebruik,woonfunctie,853,9.550,9.650,9.950,0.400,1000,0.250,9.400
0503100000037585,B,51.53,2023,Pand in gebruik,woonfunctie,734,9.250,9.250,9.250,0.000,720,0.250,9.000
0503100000037586,B,54.27,2023,Pand in gebruik,woonfunctie,813,9.250,9.250,9.250,0.000,531,0.250,9.000
0503100000037587,B,53.91,2023,Pand in gebruik,woonfunctie,784,9.250,9.250,11.850,2.600,443,0.250,9.000
0503100000037590,B,54.13,2023,Pand in gebruik,woonfunctie,814,12.250,12.250,12.250,0.000,520,0.250,12.000
0503100000037591,B,54.00,2023,Pand in gebruik,woonfunctie,797,12.250,12.250,12.250,0.000,568,0.250,12.000
0503100000000189,B,689.60,1974,Pand in gebruik,"kantoorfunctie,woonfunctie",37676,4.550,7.850,7.950,3.400,17039,-1.650,9.500
0503100000031244,B,1307.17,1966,Pand in gebruik,winkelfunctie,65917,6.150,8.350,9.450,3.300,4535,-1.450,9.800
0503100000038544,B,11.21,2012,Pand in gebruik,,0,,,,,1578,0.150,
0503100000038554,A,13.43,2022,Pand in gebruik,,306,1.850,1.950,2.050,0.200,3888,-0.250,2.200
0503100000006630,B,21.14,1985,Pand in gebruik,,329,2.050,2.150,2.150,0.100,3329,-0.250,2.400
0503100000038555,B,7.14,2021,Pand in gebruik,,0,,,,,1548,-0.250,
0503100000038556,A,7.43,2009,Pand in gebruik,,0,,,,,2942,-0.250,
0503100000038566,B,12.52,2022,Pand in gebruik,,0,,,,,1559,-0.250,
0503100000037556,B,86.15,2024,Pand in gebruik,woonfunctie,378,13.550,14.150,15.650,2.100,340,2.050,12.100
0503100000037559,B,86.86,2024,Pand in gebruik,woonfunctie,430,3.450,3.450,3.550,0.100,1265,1.950,1.500
0503100000037319,B,59.09,2023,Pand in gebruik,woonfunctie,863,12.050,12.050,12.150,0.100,1494,1.850,10.200
0503100000037320,B,56.54,2023,Pand in gebruik,woonfunctie,848,12.550,13.950,14.050,1.500,1323,1.850,12.100
0503100000037508,B,58.30,2024,Pand in gebruik,woonfunctie,401,2.150,2.650,2.650,0.500,1790,1.950,0.700
0503100000037555,B,58.46,2024,Pand in gebruik,woonfunctie,805,16.150,17.250,17.350,1.200,376,2.050,15.200
0503100000038601,B,7.94,1990,Pand in gebruik,,0,,,,,1643,-1.450,
0503100000038602,B,10.28,1990,Pand in gebruik,,0,,,,,2170,-1.350,
0503100000038603,B,6.16,1990,Pand in gebruik,,0,,,,,1251,-1.850,
0503100000038643,B,7.42,2014,Pand in gebruik,,0,,,,,1507,-2.050,
0503100000038645,B,22.96,2021,Pand in gebruik,,0,,,,,5852,-1.950,
0503100000038646,B,8.09,2021,Pand in gebruik,,128,1.050,1.050,1.050,0.000,881,-1.550,2.600
0503100000038647,B,6.19,2020,Pand in gebruik,,0,,,,,907,-1.950,
0503100000038648,B,6.39,2020,Pand in gebruik,,0,,,,,1096,-1.750,
