bag_id,alan,footprint_area_m2,bouwjaar,status,gebruiksdoel,class6_points,roof_p30_z_nap_m,roof_p70_z_nap_m,roof_p90_z_nap_m,roof_span_m,ground_ring_points,ground_z_nap_m,h_measured_m
0503100000001482,B,56.79,1998,Pand in gebruik,woonfunctie,1224,7.050,7.150,7.250,0.200,2104,-1.350,8.500
0503100000001483,B,71.16,1998,Pand in gebruik,woonfunctie,1520,5.050,7.050,7.150,2.100,3485,-1.450,8.500
0503100000001484,B,8.32,1969,Pand in gebruik,,358,0.750,0.750,0.750,0.000,2239,-1.750,2.500
0503100000001485,B,64.75,1971,Pand in gebruik,woonfunctie,2776,4.650,6.350,7.150,2.500,4181,-1.650,8.000
0503100000001486,B,64.95,1971,Pand in gebruik,woonfunctie,2750,4.650,6.350,7.250,2.600,4724,-1.550,7.900
0503100000001487,B,64.76,1971,Pand in gebruik,woonfunctie,2740,4.650,6.550,7.250,2.600,4023,-1.450,8.000
0503100000001488,B,64.80,1971,Pand in gebruik,woonfunctie,2718,4.550,6.550,7.250,2.700,4492,-1.550,8.100
0503100000001489,B,64.90,1971,Pand in gebruik,woonfunctie,2734,4.650,6.350,7.250,2.600,4395,-1.450,7.800
0503100000001490,B,64.93,1971,Pand in gebruik,woonfunctie,2720,4.650,6.350,7.150,2.500,4246,-1.550,7.900
0503100000001491,B,66.39,1971,Pand in gebruik,woonfunctie,2805,4.650,6.350,7.150,2.500,6152,-1.550,7.900
0503100000001492,B,64.82,1971,Pand in gebruik,woonfunctie,2766,4.650,6.550,7.150,2.500,4465,-1.550,8.100
0503100000001493,B,64.81,1971,Pand in gebruik,woonfunctie,2722,4.650,6.350,7.250,2.600,4840,-1.550,7.900
0503100000001494,A,62.02,1965,Pand in gebruik,woonfunctie,3057,6.750,6.850,6.950,0.200,4660,-1.150,8.000
0503100000001495,A,62.00,1965,Pand in gebruik,woonfunctie,3095,8.850,10.050,10.650,1.800,4770,-1.250,11.300
0503100000001496,A,6.95,1991,Pand in gebruik,,329,2.350,2.350,2.450,0.100,4301,-0.350,2.700
0503100000001498,A,60.51,1991,Pand in gebruik,woonfunctie,2863,2.650,8.150,8.250,5.600,8042,-0.350,8.500
0503100000001499,A,884.56,1963,Pand in gebruik,"overige gebruiksfunctie,woonfunctie",45603,34.650,34.650,34.750,0.100,21194,-0.350,35.000
0503100000001500,A,18.34,1961,Pand in gebruik,overige gebruiksfunctie,592,2.050,2.050,2.050,0.000,3948,-0.450,2.500
0503100000001501,A,16.85,1961,Pand in gebruik,overige gebruiksfunctie,302,1.950,2.050,2.050,0.100,2505,-0.550,2.600
0503100000001502,A,118.27,1974,Pand in gebruik,winkelfunctie,2086,3.650,4.350,4.450,0.800,3772,0.150,4.200
0503100000001503,B,402.97,1982,Pand in gebruik,woonfunctie,6827,8.950,10.650,11.550,2.600,5946,-0.050,10.700
0503100000001504,B,104.22,1961,Pand in gebruik,overige gebruiksfunctie,1802,2.350,2.350,2.450,0.100,3874,-0.150,2.500
0503100000001505,B,182.71,1961,Pand in gebruik,woonfunctie,3236,12.650,12.850,12.950,0.300,2559,-0.150,13.000
0503100000001524,B,66.98,1982,Pand in gebruik,woonfunctie,2243,4.050,6.550,7.750,3.700,4647,-1.650,8.200
0503100000001525,B,58.35,1982,Pand in gebruik,woonfunctie,2003,4.950,6.750,7.950,3.000,3540,-1.550,8.300
0503100000001526,B,67.74,1980,Pand in gebruik,,1297,0.750,1.150,1.250,0.500,3942,-2.050,3.200
0503100000001527,B,93.05,1985,Pand in gebruik,woonfunctie,3262,1.550,6.050,6.750,5.200,3956,-1.450,7.500
0503100000001528,B,73.31,1950,Pand in gebruik,,4760,0.750,1.750,2.550,1.800,9396,-2.050,3.800
0503100000001529,B,64.71,1977,Pand in gebruik,woonfunctie,2177,3.850,6.050,7.050,3.200,3948,-1.450,7.500
0503100000001530,B,82.75,1977,Pand in gebruik,woonfunctie,2811,3.150,6.350,7.150,4.000,5037,-1.450,7.800
0503100000001531,B,710.53,1991,Pand in gebruik,bijeenkomstfunctie,15187,1.350,1.450,5.350,4.000,12645,-1.650,3.100
0503100000001532,B,64.47,1977,Pand in gebruik,woonfunctie,2181,3.750,5.950,6.950,3.200,3706,-1.550,7.500
0503100000001533,B,64.33,1977,Pand in gebruik,woonfunctie,2219,3.750,5.950,6.950,3.200,3623,-1.550,7.500
0503100000001534,B,55.42,1982,Pand in gebruik,woonfunctie,1884,4.850,6.850,7.950,3.100,2842,-1.550,8.400
0503100000001535,B,55.39,1982,Pand in gebruik,woonfunctie,1901,4.750,6.850,7.950,3.200,2626,-1.450,8.300
0503100000001536,B,55.36,1982,Pand in gebruik,woonfunctie,1869,4.950,6.850,7.850,2.900,3016,-1.550,8.400
0503100000001537,B,55.19,1982,Pand in gebruik,woonfunctie,1861,4.650,6.850,7.850,3.200,2619,-1.550,8.400
0503100000001538,B,85.95,1985,Pand in gebruik,woonfunctie,3027,1.650,6.250,6.750,5.100,4217,-1.450,7.700
0503100000001539,B,138.16,2006,Pand in gebruik,,5977,1.550,1.550,1.550,0.000,7316,-1.950,3.500
0503100000001540,B,75.92,2008,Pand in gebruik,,2464,1.850,2.650,3.050,1.200,3572,-1.950,4.600
0503100000001541,B,75.27,1977,Pand in gebruik,woonfunctie,2525,2.650,6.350,6.950,4.300,4452,-1.550,7.900
0503100000001542,B,79.48,1977,Pand in gebruik,woonfunctie,2676,2.550,6.350,6.950,4.400,4467,-1.550,7.900
0503100000001543,B,183.59,1992,Pand in gebruik,bijeenkomstfunctie,4367,5.050,5.050,5.150,0.100,7455,-2.050,7.100
0503100000001545,A,424.16,1967,Pand in gebruik,sportfunctie,10987,1.550,4.550,4.550,3.000,16568,-1.850,6.400
0503100000001546,A,15.42,1967,Pand in gebruik,,379,0.350,0.350,0.350,0.000,3484,-1.750,2.100
0503100000001547,A,53.37,1969,Pand in gebruik,woonfunctie,4574,6.950,6.950,6.950,0.000,5116,-1.550,8.500
0503100000001549,B,166.28,1960,Pand in gebruik,woonfunctie,2992,12.750,12.850,12.850,0.100,3475,-0.050,12.900
0503100000001102,B,48.37,1985,Pand in gebruik,woonfunctie,1638,5.350,5.550,5.550,0.200,2512,-0.150,5.700
0503100000001103,B,48.63,1985,Pand in gebruik,woonfunctie,1644,5.350,5.550,5.550,0.200,2517,-0.150,5.700
0503100000001561,B,186.69,1912,Pand in gebruik,"overige gebruiksfunctie,woonfunctie",3088,8.150,10.150,11.450,3.300,3189,0.050,10.100
0503100000001104,B,10.29,1985,Pand in gebruik,,310,2.150,2.150,2.150,0.000,3218,-0.250,2.400
0503100000001105,B,47.74,1985,Pand in gebruik,woonfunctie,1623,5.350,5.550,5.550,0.200,4357,-0.250,5.800
0503100000001106,B,47.91,1985,Pand in gebruik,woonfunctie,1570,5.450,7.450,8.450,3.000,3325,-0.050,7.500
0503100000001107,B,48.25,1985,Pand in gebruik,woonfunctie,1622,5.450,5.550,5.550,0.100,2424,-0.150,5.700
0503100000001108,B,48.82,1985,Pand in gebruik,woonfunctie,1665,5.450,5.550,5.650,0.200,4387,-0.150,5.700
0503100000001109,B,48.07,1985,Pand in gebruik,woonfunctie,1595,5.450,5.550,5.550,0.100,3445,-0.150,5.700
0503100000001110,B,48.22,1985,Pand in gebruik,woonfunctie,1577,5.750,8.250,8.250,2.500,2231,-0.150,8.400
0503100000001113,B,48.67,1988,Pand in gebruik,woonfunctie,863,6.450,8.150,8.250,1.800,1535,-0.150,8.300
0503100000001114,B,49.35,1988,Pand in gebruik,woonfunctie,865,7.850,8.150,8.250,0.400,1579,-0.150,8.300
0503100000001115,B,58.26,1988,Pand in gebruik,woonfunctie,973,5.150,8.150,8.250,3.100,1765,-0.150,8.300
0503100000001120,B,48.60,1988,Pand in gebruik,woonfunctie,857,7.850,8.150,8.250,0.400,1511,-0.150,8.300
0503100000001913,B,64.26,1977,Pand in gebruik,woonfunctie,2185,3.750,6.050,7.050,3.300,3676,-1.450,7.500
0503100000001121,B,48.48,1988,Pand in gebruik,woonfunctie,831,6.750,8.250,8.350,1.600,1281,-0.050,8.300
0503100000001914,B,8.44,1977,Pand in gebruik,,130,0.750,0.750,0.850,0.100,1203,-1.750,2.500
0503100000001915,B,53.20,1977,Pand in gebruik,woonfunctie,881,4.250,6.650,6.750,2.500,1250,-1.550,8.200
0503100000001916,B,54.96,1977,Pand in gebruik,woonfunctie,885,4.650,6.650,6.850,2.200,1905,-1.750,8.400
0503100000001917,B,56.14,1979,Pand in gebruik,woonfunctie,852,4.650,6.850,7.750,3.100,1892,-1.750,8.600
0503100000001918,B,55.16,1977,Pand in gebruik,woonfunctie,922,4.250,6.650,6.750,2.500,1582,-1.550,8.200
0503100000001919,B,7.26,1977,Pand in gebruik,,113,0.850,0.850,0.850,0.000,1176,-1.650,2.500
0503100000001920,B,52.96,1977,Pand in gebruik,woonfunctie,846,4.650,6.650,6.650,2.000,1174,-1.450,8.100
0503100000001921,B,51.99,1977,Pand in gebruik,woonfunctie,824,4.050,6.650,6.650,2.600,1784,-1.650,8.300
0503100000001922,B,53.13,1977,Pand in gebruik,woonfunctie,829,4.850,6.650,6.650,1.800,1382,-1.550,8.200
0503100000001923,B,661.48,1984,Pand in gebruik,kantoorfunctie,14766,4.450,4.450,4.550,0.100,8518,-1.850,6.300
0503100000001924,B,52.05,1977,Pand in gebruik,woonfunctie,835,5.650,6.650,6.650,1.000,1478,-1.550,8.200
0503100000001925,B,50.57,1977,Pand in gebruik,woonfunctie,784,4.150,6.650,6.650,2.500,1672,-1.650,8.300
0503100000001926,B,7.69,1977,Pand in gebruik,,125,0.850,0.850,0.850,0.000,1256,-1.650,2.500
0503100000001927,B,52.97,1977,Pand in gebruik,woonfunctie,828,4.750,6.650,6.650,1.900,1218,-1.450,8.100
0503100000001928,A,61.99,1969,Pand in gebruik,woonfunctie,2637,8.750,10.050,10.550,1.800,2613,-1.550,11.600
0503100000001929,A,18.36,1966,Pand in gebruik,overige gebruiksfunctie,930,1.250,1.350,1.550,0.300,5690,-1.750,3.100
0503100000001930,A,63.67,1969,Pand in gebruik,woonfunctie,2633,7.050,7.050,7.050,0.000,3273,-1.450,8.500
0503100000001931,A,64.11,1969,Pand in gebruik,woonfunctie,2644,7.050,7.050,7.050,0.000,3525,-1.550,8.600
0503100000001932,A,582.64,1969,Pand in gebruik,onderwijsfunctie,14463,2.150,2.150,2.150,0.000,12699,-1.750,3.900
0503100000001139,B,794.02,1969,Pand in gebruik,woonfunctie,13627,13.850,13.950,14.150,0.300,8303,0.050,13.900
0503100000001933,A,51.54,1967,Pand in gebruik,woonfunctie,1650,6.650,7.750,7.850,1.200,2464,-0.850,8.600
0503100000001934,A,10.32,1964,Pand in gebruik,overige gebruiksfunctie,319,2.250,2.250,2.450,0.200,2112,-0.750,3.000
0503100000001935,A,1401.57,1964,Pand in gebruik,"bijeenkomstfunctie,gezondheidszorgfunctie,winkelfunctie",44441,3.350,6.150,6.150,2.800,18573,-0.350,6.500
0503100000001936,A,53.96,1967,Pand in gebruik,woonfunctie,1715,6.650,8.050,8.150,1.500,3345,-0.650,8.700
0503100000001937,A,51.81,1967,Pand in gebruik,woonfunctie,1668,6.650,7.750,7.750,1.100,2392,-0.950,8.700
0503100000001938,A,51.49,1967,Pand in gebruik,woonfunctie,1642,6.550,7.750,7.750,1.200,2302,-1.050,8.800
0503100000001939,A,9.24,1967,Pand in gebruik,,225,1.250,1.350,1.350,0.100,1757,-0.850,2.200
0503100000001940,B,133.07,1994,Pand in gebruik,industriefunctie,2058,5.450,5.550,5.550,0.100,1209,0.050,5.500
0503100000001941,B,133.25,1994,Pand in gebruik,industriefunctie,2094,5.450,5.550,5.550,0.100,1615,0.050,5.500
0503100000001942,B,132.86,1994,Pand in gebruik,industriefunctie,2096,5.450,5.550,5.550,0.100,928,0.050,5.500
0503100000001943,B,133.07,1994,Pand in gebruik,winkelfunctie,2085,5.450,5.550,5.550,0.100,1771,0.050,5.500
0503100000001944,B,133.24,1994,Pand in gebruik,industriefunctie,2094,5.450,5.550,5.550,0.100,1731,0.050,5.500
0503100000001945,B,133.47,1994,Pand in gebruik,kantoorfunctie,2068,5.450,5.550,5.550,0.100,806,0.050,5.500
0503100000000010,B,48078.93,1914,Pand in gebruik,"industriefunctie,kantoorfunctie",2155217,9.450,12.450,16.050,6.600,164685,0.050,12.400
0503100000001173,B,19.66,1984,Pand in gebruik,,1312,0.950,1.250,1.350,0.400,7985,-1.350,2.600
0503100000001174,B,583.07,1994,Pand in gebruik,bijeenkomstfunctie,26909,3.650,3.750,3.950,0.300,17566,-0.350,4.100
0503100000001176,B,47.18,1989,Pand in gebruik,woonfunctie,847,5.650,5.650,5.750,0.100,1906,0.050,5.600
0503100000001177,B,48.57,1989,Pand in gebruik,woonfunctie,861,5.650,5.650,5.750,0.100,2624,-0.050,5.700
0503100000000017,B,6191.14,1968,Pand in gebruik,"overige gebruiksfunctie,sportfunctie,winkelfunctie,woonfunctie",107598,7.650,17.650,17.850,10.200,45654,0.150,17.500
0503100000000019,B,1144.03,1985,Pand in gebruik,woonfunctie,38221,13.650,13.650,13.650,0.000,24796,-0.150,13.800
0503100000000020,A,1970.55,1965,Pand in gebruik,"overige gebruiksfunctie,woonfunctie",97567,26.650,48.950,48.950,22.300,47620,-1.650,50.600
0503100000000021,A,780.12,1965,Pand in gebruik,"overige gebruiksfunctie,woonfunctie",28213,18.550,18.550,18.550,0.000,21466,-1.350,19.900
0503100000001178,B,1608.46,1993,Pand in gebruik,"overige gebruiksfunctie,woonfunctie",28728,17.250,25.250,25.350,8.100,16076,0.350,24.900
0503100000000022,A,853.34,1962,Pand in gebruik,woonfunctie,27822,34.550,34.550,34.650,0.100,18799,-0.150,34.700
0503100000001179,B,47.20,1989,Pand in gebruik,woonfunctie,837,5.650,5.650,5.750,0.100,1803,0.050,5.600
0503100000000023,B,817.41,1962,Pand in gebruik,woonfunctie,14707,9.650,9.850,9.950,0.300,11414,-0.250,10.100
0503100000001181,B,47.13,1989,Pand in gebruik,woonfunctie,848,5.450,5.550,5.550,0.100,1807,-0.150,5.700
0503100000001182,B,47.20,1989,Pand in gebruik,woonfunctie,833,5.650,5.650,5.750,0.100,1831,0.150,5.500
0503100000001183,B,47.17,1989,Pand in gebruik,woonfunctie,834,5.450,5.550,5.550,0.100,1722,-0.150,5.700
0503100000001184,B,509.88,1964,Pand in gebruik,woonfunctie,8930,28.250,28.350,28.350,0.100,5637,-0.050,28.400
0503100000001185,B,48.93,1989,Pand in gebruik,woonfunctie,882,5.450,5.450,5.550,0.100,1820,-0.150,5.600
0503100000001186,B,47.14,1989,Pand in gebruik,woonfunctie,845,5.650,5.750,5.850,0.200,1913,0.050,5.700
0503100000001188,B,47.09,1989,Pand in gebruik,woonfunctie,825,5.450,5.550,5.550,0.100,1807,-0.150,5.700
0503100000001189,B,47.23,1989,Pand in gebruik,woonfunctie,840,5.650,5.650,5.750,0.100,1936,0.050,5.600
0503100000001190,B,47.13,1989,Pand in gebruik,woonfunctie,844,5.650,5.750,5.850,0.200,1776,0.050,5.700
0503100000001192,B,48.86,1989,Pand in gebruik,woonfunctie,880,5.450,5.550,5.650,0.200,2054,-0.150,5.700
0503100000001193,B,47.12,1989,Pand in gebruik,woonfunctie,870,5.650,5.750,5.950,0.300,1821,0.050,5.700
0503100000000029,B,2369.42,1984,Pand in gebruik,"industriefunctie,kantoorfunctie",60581,7.750,7.850,11.350,3.600,22857,0.150,7.700
0503100000000030,B,15341.09,1963,Pand in gebruik,"kantoorfunctie,winkelfunctie",460443,8.250,8.450,15.050,6.800,47326,0.250,8.200
0503100000000031,B,10231.65,1930,Pand in gebruik,"industriefunctie,kantoorfunctie",339229,6.750,8.050,8.850,2.100,74900,-0.050,8.100
0503100000000032,B,7604.83,1980,Pand in gebruik,"bijeenkomstfunctie,winkelfunctie",139771,5.750,5.850,6.250,0.500,21085,0.250,5.600
0503100000002004,B,53.20,1977,Pand in gebruik,woonfunctie,1352,5.850,6.750,6.750,0.900,2228,-1.450,8.200
0503100000002005,B,7.66,1977,Pand in gebruik,,189,0.850,0.850,0.950,0.100,1935,-1.550,2.400
0503100000002006,B,53.43,1977,Pand in gebruik,woonfunctie,1253,5.050,6.650,6.750,1.700,2051,-1.450,8.100
0503100000002007,B,8.20,1977,Pand in gebruik,,200,0.950,0.950,0.950,0.000,1778,-1.450,2.400
0503100000002008,B,50.64,1977,Pand in gebruik,woonfunctie,1206,4.150,4.250,4.250,0.100,2478,-1.350,5.600
0503100000002009,B,7.77,1977,Pand in gebruik,,176,0.850,0.850,0.850,0.000,1906,-1.750,2.600
0503100000002010,B,53.42,1977,Pand in gebruik,woonfunctie,1240,4.950,6.650,6.750,1.800,1955,-1.450,8.100
0503100000002011,B,50.53,1977,Pand in gebruik,woonfunctie,1157,4.150,4.250,4.250,0.100,2385,-1.350,5.600
0503100000002012,B,6.75,1977,Pand in gebruik,,130,0.950,0.950,0.950,0.000,1976,-1.650,2.600
0503100000002013,B,52.07,1977,Pand in gebruik,woonfunctie,1237,4.150,4.250,4.250,0.100,3086,-1.350,5.600
0503100000002014,B,7.89,1977,Pand in gebruik,,130,0.850,0.950,0.950,0.100,1233,-1.650,2.600
0503100000002015,B,53.46,1977,Pand in gebruik,woonfunctie,1275,4.950,6.750,6.750,1.800,1860,-1.550,8.300
0503100000002016,B,8.13,1977,Pand in gebruik,,178,0.850,0.850,0.850,0.000,1758,-1.550,2.400
0503100000000067,B,64.64,1971,Pand in gebruik,woonfunctie,2731,4.750,6.450,7.250,2.500,4476,-1.450,7.900
0503100000002017,B,52.93,1977,Pand in gebruik,woonfunctie,1303,4.450,6.650,6.750,2.300,1877,-1.450,8.100
0503100000000068,B,66.20,1971,Pand in gebruik,woonfunctie,2839,4.650,6.350,7.250,2.600,4800,-1.450,7.800
0503100000002018,B,54.51,1977,Pand in gebruik,woonfunctie,1282,5.050,6.750,6.850,1.800,3368,-1.450,8.200
0503100000000069,B,935.81,1973,Pand in gebruik,woonfunctie,32823,42.150,42.250,45.850,3.700,19555,-0.150,42.400
0503100000002019,B,582.75,1989,Pand in gebruik,onderwijsfunctie,13596,12.050,15.750,15.950,3.900,7600,-1.350,17.100
0503100000002020,A,51.66,1967,Pand in gebruik,woonfunctie,1730,4.250,4.250,4.250,0.000,2287,-1.550,5.800
0503100000002021,A,51.51,1967,Pand in gebruik,woonfunctie,1718,4.250,4.450,4.550,0.300,2078,-1.550,6.000
0503100000000070,B,1892.22,1969,Pand in gebruik,onderwijsfunctie,99726,2.850,6.450,6.450,3.600,41482,-1.050,7.500
0503100000002022,A,9.37,1967,Pand in gebruik,,312,0.350,0.350,0.450,0.100,1931,-1.850,2.200
0503100000000071,B,1057.91,1985,Pand in gebruik,woonfunctie,36021,13.650,13.650,13.650,0.000,23460,-0.150,13.800
0503100000002023,A,53.54,1967,Pand in gebruik,woonfunctie,1815,5.550,6.950,6.950,1.400,3147,-1.650,8.600
0503100000002024,A,9.26,1967,Pand in gebruik,,314,0.350,0.450,0.450,0.100,1981,-1.850,2.300
0503100000002025,A,51.76,1967,Pand in gebruik,woonfunctie,1744,4.250,4.250,4.250,0.000,2609,-1.550,5.800
0503100000002026,A,52.67,1966,Pand in gebruik,woonfunctie,2748,4.250,4.350,4.350,0.100,4730,-1.650,6.000
0503100000002027,A,9.35,1967,Pand in gebruik,,310,0.250,0.350,0.450,0.200,2213,-1.850,2.200
0503100000002028,A,9.24,1966,Pand in gebruik,,476,0.350,0.350,0.450,0.100,3839,-1.950,2.300
0503100000002029,A,9.21,1966,Pand in gebruik,,477,0.350,0.450,0.450,0.100,3924,-1.950,2.400
0503100000002030,A,9.31,1967,Pand in gebruik,,296,0.350,0.450,0.450,0.100,2131,-1.850,2.300
0503100000002031,A,51.75,1967,Pand in gebruik,woonfunctie,1744,5.650,6.950,6.950,1.300,2558,-1.550,8.500
0503100000002032,A,50.94,1966,Pand in gebruik,woonfunctie,3563,4.350,4.350,4.450,0.100,5556,-1.550,5.900
0503100000002033,A,52.04,1966,Pand in gebruik,woonfunctie,1685,4.350,4.350,4.550,0.200,3612,-1.350,5.700
0503100000002034,A,1296.50,2020,Pand in gebruik,onderwijsfunctie,40100,3.050,4.050,11.350,8.300,22491,-0.750,4.800
0503100000002036,B,64.87,2005,Pand in gebruik,woonfunctie,996,9.250,9.350,9.450,0.200,1874,0.650,8.700
0503100000002037,B,55.58,1996,Pand in gebruik,woonfunctie,879,6.350,6.850,7.050,0.700,1370,0.650,6.200
0503100000001281,B,6.19,1993,Pand in gebruik,,194,0.850,0.950,0.950,0.100,2272,-1.550,2.500
0503100000001710,A,62.14,1969,Pand in gebruik,woonfunctie,1472,8.850,9.950,10.550,1.700,1391,-1.450,11.400
0503100000001711,A,54.96,1969,Pand in gebruik,woonfunctie,1402,7.050,7.050,7.050,0.000,1537,-1.550,8.600
0503100000001712,A,60.97,1966,Pand in gebruik,woonfunctie,1520,6.450,6.450,6.450,0.000,1356,-1.650,8.100
0503100000001713,A,62.26,1966,Pand in gebruik,woonfunctie,1753,6.450,6.450,6.450,0.000,3177,-1.650,8.100
0503100000001714,A,60.89,1966,Pand in gebruik,woonfunctie,3078,6.450,6.450,6.550,0.100,3318,-1.650,8.100
0503100000001715,A,61.03,1966,Pand in gebruik,woonfunctie,1504,6.550,6.650,6.750,0.200,1493,-1.650,8.300
0503100000001716,A,60.81,1966,Pand in gebruik,woonfunctie,1608,6.550,6.650,6.750,0.200,1555,-1.650,8.300
0503100000001717,A,62.11,1966,Pand in gebruik,woonfunctie,1552,6.450,6.450,6.450,0.000,2123,-1.950,8.400
0503100000001718,A,60.90,1966,Pand in gebruik,woonfunctie,1562,6.450,6.450,6.550,0.100,1577,-1.650,8.100
0503100000001719,A,61.01,1966,Pand in gebruik,woonfunctie,3028,6.450,6.450,6.450,0.000,3038,-1.650,8.100
0503100000001720,A,62.34,1966,Pand in gebruik,woonfunctie,3108,8.250,9.450,10.050,1.800,4367,-1.650,11.100
0503100000001721,A,60.88,1965,Pand in gebruik,woonfunctie,3107,8.850,9.950,10.550,1.700,2827,-1.150,11.100
0503100000001722,A,62.84,1965,Pand in gebruik,woonfunctie,3204,8.650,10.350,11.150,2.500,3802,-1.150,11.500
0503100000001723,A,60.82,1965,Pand in gebruik,woonfunctie,3024,6.850,6.850,6.850,0.000,3201,-1.150,8.000
0503100000001724,A,51.69,1992,Pand in gebruik,winkelfunctie,1668,3.450,3.450,3.450,0.000,6056,-0.250,3.700
0503100000001725,B,150.11,1960,Pand in gebruik,woonfunctie,5624,12.650,12.650,12.650,0.000,6044,-0.150,12.800
0503100000001295,B,50.69,1969,Pand in gebruik,woonfunctie,1187,6.950,7.450,7.650,0.700,1158,-1.350,8.800
0503100000001297,B,51.04,1969,Pand in gebruik,woonfunctie,1192,6.950,7.450,7.650,0.700,1291,-1.350,8.800
0503100000001726,B,150.12,1960,Pand in gebruik,woonfunctie,5250,12.650,12.650,12.650,0.000,4230,-0.150,12.800
0503100000001298,B,7.42,1969,Pand in gebruik,,110,0.950,1.050,1.150,0.200,1571,-1.550,2.600
0503100000001727,B,150.05,1960,Pand in gebruik,woonfunctie,2790,12.650,12.650,12.650,0.000,2595,-0.150,12.800
0503100000001728,B,150.10,1960,Pand in gebruik,woonfunctie,2793,12.650,12.650,12.650,0.000,2635,-0.150,12.800
0503100000001300,B,62.27,1969,Pand in gebruik,woonfunctie,1477,4.550,6.550,7.250,2.700,2134,-1.550,8.100
0503100000001302,B,42.82,1984,Pand in gebruik,woonfunctie,1794,4.350,6.350,6.550,2.200,2657,-1.450,7.800
0503100000001303,B,75.10,1969,Pand in gebruik,woonfunctie,3542,1.950,6.550,7.150,5.200,5190,-1.550,8.100
0503100000001304,B,463.87,1974,Pand in gebruik,sportfunctie,16861,2.250,5.150,5.150,2.900,13221,-1.450,6.600
0503100000001733,B,150.09,1960,Pand in gebruik,woonfunctie,2748,12.650,12.650,12.650,0.000,2755,-0.150,12.800
0503100000001305,B,61.54,1969,Pand in gebruik,woonfunctie,1474,4.650,6.550,7.250,2.600,2397,-1.550,8.100
0503100000001306,B,64.99,1971,Pand in gebruik,woonfunctie,2826,4.650,6.450,7.350,2.700,4332,-1.350,7.800
0503100000001307,B,64.98,1971,Pand in gebruik,woonfunctie,1654,4.650,6.450,7.250,2.600,2628,-1.350,7.800
0503100000001308,B,79.77,1971,Pand in gebruik,woonfunctie,3372,1.550,6.250,7.250,5.700,6160,-1.550,7.800
0503100000001309,B,64.82,1971,Pand in gebruik,woonfunctie,2794,4.750,6.450,7.350,2.600,4150,-1.350,7.800
0503100000001310,B,66.10,1971,Pand in gebruik,woonfunctie,2953,4.750,6.450,7.250,2.500,5720,-1.450,7.900
0503100000001312,B,66.28,1971,Pand in gebruik,woonfunctie,1728,4.750,6.450,7.350,2.600,2927,-1.450,7.900
0503100000001313,B,64.73,1971,Pand in gebruik,woonfunctie,1658,4.650,6.450,7.250,2.600,2533,-1.350,7.800
0503100000001314,B,66.17,1971,Pand in gebruik,woonfunctie,2838,4.750,6.350,7.250,2.500,6377,-1.450,7.800
0503100000001315,B,65.00,1971,Pand in gebruik,woonfunctie,2773,4.650,6.450,7.250,2.600,4668,-1.450,7.900
0503100000001316,B,64.40,1971,Pand in gebruik,woonfunctie,1669,4.750,6.450,7.250,2.500,3089,-1.350,7.800
0503100000001317,B,64.95,1971,Pand in gebruik,woonfunctie,1651,4.750,6.450,7.250,2.500,2717,-1.350,7.800
0503100000001319,B,64.84,1971,Pand in gebruik,woonfunctie,2772,4.750,6.450,7.250,2.500,4568,-1.450,7.900
0503100000001320,B,64.78,1971,Pand in gebruik,woonfunctie,2686,4.650,6.350,7.150,2.500,3823,-1.450,7.800
0503100000001321,B,64.41,1971,Pand in gebruik,woonfunctie,2737,4.750,6.450,7.350,2.600,3487,-1.450,7.900
0503100000001322,B,60.61,1990,Pand in gebruik,woonfunctie,1506,6.050,6.850,7.250,1.200,2866,-1.550,8.400
0503100000001323,B,5.59,1990,Pand in gebruik,,90,0.550,0.750,0.850,0.300,2014,-1.550,2.300
0503100000001324,B,49.44,1990,Pand in gebruik,woonfunctie,1258,6.350,6.950,7.250,0.900,2391,-1.450,8.400
0503100000001325,B,51.83,1990,Pand in gebruik,woonfunctie,1306,6.250,6.850,7.150,0.900,3140,-1.550,8.400
0503100000001326,B,6.13,1990,Pand in gebruik,,130,0.650,0.850,0.950,0.300,1991,-1.550,2.400
0503100000000129,B,67.86,1977,Pand in gebruik,woonfunctie,1754,3.750,6.850,7.250,3.500,2470,-1.250,8.100
0503100000000130,B,52.58,1979,Pand in gebruik,woonfunctie,1268,4.150,5.350,6.050,1.900,2274,-1.250,6.600
0503100000000131,B,1010.74,1987,Pand in gebruik,,24626,7.250,8.950,9.750,2.500,11419,0.250,8.700
0503100000000132,B,283.60,1991,Pand in gebruik,"overige gebruiksfunctie,winkelfunctie",7013,2.050,2.850,3.250,1.200,9862,-1.450,4.300
0503100000000134,B,51.96,1979,Pand in gebruik,woonfunctie,1298,3.950,5.250,6.050,2.100,2184,-1.150,6.400
0503100000000135,B,2641.62,1988,Pand in gebruik,kantoorfunctie,67060,8.050,8.750,18.550,10.500,22283,-0.350,9.100
0503100000000144,A,1231.36,2004,Pand in gebruik,bijeenkomstfunctie,62914,4.750,5.750,6.450,1.700,30563,-0.150,5.900
0503100000000146,B,47.20,1989,Pand in gebruik,woonfunctie,888,5.750,8.750,8.850,3.100,1766,0.050,8.700
0503100000001351,B,25.05,1981,Pand in gebruik,,825,1.050,1.050,1.050,0.000,3111,-1.650,2.700
0503100000001352,B,792.76,1981,Pand in gebruik,woonfunctie,21612,9.150,11.350,12.450,3.300,15392,-1.550,12.900
