bag_id,footprint_area_m2,point_count,roof_density_pts_m2,below_10,has_dwellings
0503100000020162,9.70,578,59.57,false,false
0503100000019301,9.19,281,30.57,false,false
0503100000018805,52.42,1436,27.40,false,true
0503100000019686,208.94,7120,34.08,false,true
0503100000020163,9.79,552,56.40,false,false
0503100000018806,52.40,1472,28.09,false,true
0503100000019302,9.17,279,30.42,false,false
0503100000020164,9.72,538,55.37,false,false
0503100000018807,52.97,1561,29.47,false,true
0503100000019303,9.26,275,29.71,false,false
0503100000018808,52.95,1562,29.50,false,true
0503100000019304,9.21,257,27.90,false,false
0503100000019305,9.17,274,29.87,false,false
0503100000018809,53.64,1650,30.76,false,true
0503100000019306,9.15,274,29.95,false,false
0503100000019307,9.17,251,27.37,false,false
0503100000018811,52.88,1561,29.52,false,true
0503100000019308,9.13,282,30.90,false,false
0503100000018812,52.89,1502,28.40,false,true
0503100000019309,9.24,267,28.90,false,false
0503100000018813,52.66,1648,31.29,false,true
0503100000019310,9.21,277,30.06,false,false
0503100000018814,52.65,1575,29.91,false,true
0503100000019311,9.19,256,27.85,false,false
0503100000018815,52.66,1541,29.26,false,true
0503100000019312,9.17,253,27.59,false,false
0503100000019313,9.17,289,31.51,false,false
0503100000019314,9.22,275,29.84,false,false
0503100000019315,9.19,254,27.62,false,false
0503100000019316,9.17,256,27.91,false,false
0503100000019317,9.20,275,29.91,false,false
0503100000019318,9.17,264,28.78,false,false
0503100000019319,9.17,254,27.70,false,false
0503100000019320,9.17,284,30.97,false,false
0503100000019321,9.19,280,30.46,false,false
0503100000019367,323.53,21226,65.61,false,true
0503100000019368,355.12,25209,70.99,false,true
0503100000019369,208.94,13970,66.86,false,true
0503100000019370,209.03,11943,57.14,false,true
0503100000019371,302.56,21612,71.43,false,true
0503100000019372,324.92,19293,59.38,false,true
0503100000019373,322.88,18898,58.53,false,true
0503100000019374,208.04,5828,28.01,false,true
0503100000019375,208.52,11964,57.38,false,true
0503100000019751,208.26,5729,27.51,false,true
0503100000019376,321.14,14626,45.54,false,true
0503100000019752,301.37,12455,41.33,false,true
0503100000019377,323.75,21200,65.48,false,true
0503100000019753,322.84,11686,36.20,false,true
0503100000019378,209.23,12187,58.25,false,true
0503100000019754,300.72,11277,37.50,false,true
0503100000019379,209.29,12315,58.84,false,true
0503100000019380,209.12,12098,57.85,false,true
0503100000019755,208.87,6219,29.77,false,true
0503100000019756,208.89,5976,28.61,false,true
0503100000019757,208.91,5724,27.40,false,true
0503100000019758,208.25,6144,29.50,false,true
0503100000019759,354.08,12677,35.80,false,true
0503100000019760,322.79,11628,36.02,false,true
0503100000019761,208.26,5642,27.09,false,true
0503100000019762,208.26,6744,32.38,false,true
0503100000019763,208.26,6002,28.82,false,true
0503100000018871,1302.10,90488,69.49,false,true
0503100000019764,208.26,5954,28.59,false,true
0503100000018872,1651.21,58215,35.26,false,true
0503100000019765,208.25,6118,29.38,false,true
0503100000019766,208.82,6036,28.91,false,true
0503100000018875,978.06,36395,37.21,false,true
0503100000019767,208.82,6126,29.34,false,true
0503100000018877,60.01,2063,34.38,false,true
0503100000019768,210.03,6032,28.72,false,true
0503100000018878,2406.97,80039,33.25,false,true
0503100000019769,208.13,6051,29.07,false,true
0503100000018879,52.66,1508,28.64,false,true
0503100000019770,208.50,7450,35.73,false,true
0503100000018880,52.65,1494,28.37,false,true
0503100000019771,208.38,6284,30.16,false,true
0503100000018881,52.52,1539,29.30,false,true
0503100000018882,52.52,1571,29.91,false,true
0503100000018883,52.51,1605,30.56,false,true
0503100000018884,52.52,1594,30.35,false,true
0503100000018885,9.17,267,29.12,false,false
0503100000018886,9.17,270,29.44,false,false
0503100000018887,9.17,246,26.83,false,false
0503100000018888,9.19,278,30.24,false,false
0503100000018889,9.19,239,26.00,false,false
0503100000018890,9.17,279,30.42,false,false
0503100000018891,9.17,262,28.57,false,false
0503100000018892,52.30,1427,27.29,false,true
0503100000018893,52.30,1450,27.73,false,true
0503100000018894,52.30,1428,27.31,false,true
0503100000018895,52.29,1442,27.57,false,true
0503100000018896,52.93,1554,29.36,false,true
0503100000018897,52.95,1597,30.16,false,true
0503100000018898,10.20,488,47.83,false,false
0503100000018899,63.62,1761,27.68,false,true
0503100000018900,50.32,1411,28.04,false,true
0503100000018901,50.31,1413,28.08,false,true
0503100000018902,50.31,1430,28.42,false,true
0503100000018903,49.08,1426,29.06,false,true
0503100000018904,50.10,1413,28.20,false,true
0503100000018905,68.54,1830,26.70,false,true
0503100000018906,69.22,1884,27.22,false,true
0503100000018907,50.09,1539,30.73,false,true
0503100000018908,50.09,1422,28.39,false,true
0503100000018909,50.08,1416,28.27,false,true
0503100000018910,50.09,1420,28.35,false,true
0503100000018911,50.08,1430,28.55,false,true
0503100000018912,50.08,1423,28.41,false,true
0503100000019427,52.14,2666,51.13,false,true
0503100000019428,9.05,346,38.22,false,false
0503100000019429,52.34,1872,35.77,false,true
0503100000019430,52.33,1873,35.79,false,true
0503100000019432,52.34,1884,36.00,false,true
0503100000019433,52.34,1808,34.55,false,true
0503100000019434,8.88,772,86.91,false,false
0503100000019435,52.12,1857,35.63,false,true
0503100000019436,52.09,1889,36.26,false,true
0503100000019437,52.06,1867,35.86,false,true
0503100000019438,52.05,1829,35.14,false,true
0503100000019439,52.05,1955,37.56,false,true
0503100000019440,52.62,2379,45.21,false,true
0503100000019441,52.60,1858,35.32,false,true
0503100000019442,52.58,1876,35.68,false,true
0503100000019443,52.65,1931,36.68,false,true
0503100000019444,52.69,1817,34.48,false,true
0503100000018964,1613.87,58492,36.24,false,true
0503100000018965,2465.25,83753,33.97,false,true
0503100000019839,323.60,12303,38.02,false,true
0503100000019840,1562.38,58485,37.43,false,true
0503100000019841,1257.37,158768,126.27,false,true
0503100000018977,1302.00,59036,45.34,false,true
0503100000018978,2121.87,72898,34.36,false,true
0503100000018979,50.32,1695,33.69,false,true
0503100000019842,970.43,51074,52.63,false,true
0503100000018980,50.09,1423,28.41,false,true
0503100000019843,18.32,1035,56.51,false,true
0503100000018981,52.54,1556,29.62,false,true
0503100000019844,608.73,21142,34.73,false,true
0503100000019845,1126.08,74496,66.16,false,true
0503100000018982,52.53,1404,26.73,false,true
0503100000019846,208.03,8432,40.53,false,true
0503100000018983,52.53,1385,26.36,false,true
0503100000019847,207.86,8700,41.85,false,true
0503100000018984,52.53,1295,24.65,false,true
0503100000019848,354.39,14420,40.69,false,true
0503100000018985,53.64,1429,26.64,false,true
0503100000019849,323.56,13526,41.80,false,true
0503100000018986,52.38,1413,26.98,false,true
0503100000019850,300.97,20611,68.48,false,true
0503100000018987,52.41,1434,27.36,false,true
0503100000018988,52.45,1432,27.30,false,true
0503100000018989,52.52,1515,28.85,false,true
0503100000018990,52.36,1535,29.32,false,true
0503100000018991,9.19,279,30.35,false,false
0503100000018992,9.17,255,27.81,false,false
0503100000018993,9.15,245,26.78,false,false
0503100000019852,59.95,2580,43.04,false,true
0503100000018994,9.17,246,26.83,false,false
0503100000018995,9.17,247,26.92,false,false
0503100000019853,118.55,4920,41.50,false,true
0503100000018996,9.17,255,27.81,false,false
0503100000019854,653.34,22900,35.05,false,true
0503100000018997,9.22,264,28.62,false,false
0503100000019855,56.36,1272,22.57,false,true
0503100000018998,9.19,270,29.37,false,false
0503100000019856,208.10,14272,68.58,false,true
0503100000018999,9.17,263,28.68,false,false
0503100000019857,208.08,12015,57.74,false,true
0503100000019001,49.27,1593,32.33,false,true
0503100000023519,14.34,463,32.28,false,true
0503100000023520,14.35,458,31.92,false,true
0503100000023521,14.35,456,31.79,false,true
0503100000023522,14.35,453,31.58,false,true
0503100000023523,14.35,639,44.54,false,true
0503100000023042,9.15,522,57.05,false,false
0503100000023043,9.17,891,97.17,false,false
0503100000023044,9.24,473,51.17,false,false
0503100000023045,9.22,261,28.30,false,false
0503100000023046,9.17,257,28.02,false,false
0503100000023047,9.08,266,29.31,false,false
0503100000023048,9.17,257,28.01,false,false
0503100000023049,9.30,260,27.95,false,false
0503100000023050,9.17,850,92.66,false,false
0503100000023051,9.20,286,31.10,false,false
0503100000023052,481.53,38274,79.48,false,true
0503100000023053,675.60,35199,52.10,false,true
0503100000023054,676.98,28289,41.79,false,true
0503100000019926,195.68,11499,58.76,false,true
0503100000019937,2088.16,131713,63.08,false,true
0503100000019938,629.95,35253,55.96,false,true
0503100000019948,9.71,554,57.03,false,false
0503100000019949,9.76,568,58.20,false,false
0503100000023605,14.34,460,32.07,false,true
0503100000023606,14.35,669,46.63,false,true
0503100000023607,14.35,464,32.34,false,true
0503100000023608,14.35,459,31.99,false,true
0503100000023609,14.34,457,31.86,false,true
0503100000023610,14.34,459,32.00,false,true
0503100000023611,14.35,465,32.41,false,true
0503100000023612,14.32,495,34.56,false,true
0503100000023613,14.35,455,31.71,false,true
0503100000023614,14.27,474,33.21,false,true
0503100000023615,14.35,457,31.86,false,true
0503100000023616,14.34,471,32.84,false,true
0503100000023617,14.35,477,33.25,false,true
0503100000023618,14.35,457,31.86,false,true
0503100000023619,14.35,494,34.44,false,true
0503100000023620,14.34,457,31.86,false,true
0503100000023621,14.35,477,33.25,false,true
0503100000023622,14.34,476,33.19,false,true
0503100000023623,14.34,471,32.84,false,true
0503100000023624,14.35,856,59.67,false,true
0503100000023625,14.35,464,32.34,false,true
0503100000023626,14.35,943,65.73,false,true
0503100000023627,14.35,1199,83.58,false,true
0503100000023157,9.29,357,38.44,false,false
0503100000025532,651.06,19669,30.21,false,true
0503100000025533,19374.55,684486,35.33,false,true
0503100000025535,2936.95,80646,27.46,false,true
0503100000025536,2777.94,148273,53.38,false,true
0503100000025584,266.61,10086,37.83,false,false
0503100000026163,196.18,5329,27.16,false,false
0503100000023386,1405.64,67069,47.71,false,true
0503100000023387,14.35,495,34.51,false,true
0503100000023388,14.34,485,33.81,false,true
0503100000023389,14.34,468,32.63,false,true
0503100000023390,14.35,490,34.16,false,true
0503100000023391,14.35,472,32.90,false,true
0503100000023392,14.34,478,33.33,false,true
0503100000023393,14.35,702,48.93,false,true
0503100000023394,14.35,931,64.90,false,true
0503100000023398,317.39,10793,34.01,false,true
0503100000023407,112.93,3774,33.42,false,true
0503100000025721,18.74,633,33.78,false,true
0503100000023496,61.36,2121,34.56,false,true
0503100000023497,61.37,2085,33.98,false,true
0503100000023500,325.86,11578,35.53,false,true
0503100000023503,14.35,466,32.48,false,true
0503100000023504,14.35,559,38.97,false,true
0503100000023505,14.34,461,32.14,false,true
0503100000023506,14.35,493,34.36,false,true
0503100000023507,14.34,469,32.70,false,true
0503100000023508,14.34,681,47.48,false,true
0503100000023509,14.35,1270,88.53,false,true
0503100000023510,14.34,460,32.07,false,true
0503100000023511,14.35,1611,112.30,false,true
0503100000023512,14.35,460,32.06,false,true
0503100000023513,14.35,1608,112.08,false,true
0503100000023514,14.35,465,32.41,false,true
0503100000023515,14.35,1098,76.54,false,true
0503100000023516,14.34,501,34.93,false,true
0503100000023517,14.34,456,31.79,false,true
0503100000023518,14.35,452,31.51,false,true
0503100000025343,260.13,18288,70.30,false,true
0503100000027562,1144.82,60395,52.76,false,true
0503100000025368,4707.97,151063,32.09,false,true
0503100000028043,154.60,5292,34.23,false,true
0503100000028562,17.71,628,35.45,false,true
0503100000028563,19.05,718,37.69,false,true
0503100000028564,17.65,567,32.12,false,true
0503100000028565,16.54,538,32.52,false,true
0503100000028571,9.24,339,36.67,false,false
0503100000028572,51.87,1748,33.70,false,true
0503100000028573,51.78,1937,37.41,false,true
0503100000028574,9.21,339,36.80,false,false
0503100000028575,51.73,1790,34.60,false,true
0503100000026755,53.82,4894,90.93,false,true
0503100000028157,18.03,553,30.67,false,true
0503100000026756,62.30,2907,46.66,false,true
0503100000028158,16.86,2227,132.10,false,true
0503100000028159,105.69,2936,27.78,false,true
0503100000026757,63.04,3053,48.43,false,true
0503100000026758,53.99,5014,92.87,false,true
0503100000026759,54.01,4476,82.88,false,true
0503100000026760,54.01,4830,89.43,false,true
0503100000026761,53.50,4716,88.15,false,true
0503100000026762,62.84,5590,88.95,false,true
0503100000026763,55.77,2148,38.51,false,true
0503100000026764,55.60,2211,39.77,false,true
0503100000026765,76.50,4230,55.29,false,true
0503100000026766,55.31,3168,57.28,false,true
0503100000026767,62.11,1626,26.18,false,true
0503100000026768,61.36,1773,28.90,false,true
0503100000026769,61.42,1736,28.26,false,true
0503100000026770,61.34,3258,53.12,false,true
0503100000026771,61.59,1819,29.53,false,true
0503100000026772,61.32,1820,29.68,false,true
0503100000026773,61.22,1846,30.15,false,true
0503100000026774,61.45,3605,58.67,false,true
0503100000026775,61.33,4619,75.31,false,true
0503100000026776,61.51,4228,68.73,false,true
0503100000026777,61.50,1748,28.42,false,true
0503100000026848,61.46,1941,31.58,false,true
0503100000026849,61.55,2112,34.31,false,true
0503100000026850,60.72,2714,44.70,false,true
0503100000026851,61.24,2776,45.33,false,true
0503100000026852,60.07,2608,43.42,false,true
0503100000026853,60.00,2792,46.53,false,true
0503100000026854,61.35,3446,56.17,false,true
0503100000026855,62.66,3308,52.79,false,true
0503100000026856,55.91,3418,61.13,false,true
0503100000026857,55.64,1664,29.90,false,true
0503100000026858,55.78,1546,27.71,false,true
0503100000026859,55.33,1996,36.08,false,true
0503100000026860,56.32,2669,47.39,false,true
0503100000026861,55.58,3150,56.68,false,true
0503100000026862,55.56,3120,56.15,false,true
0503100000026863,61.44,1812,29.49,false,true
0503100000026864,61.46,1776,28.90,false,true
0503100000026865,61.33,1711,27.90,false,true
0503100000026866,61.60,1681,27.29,false,true
0503100000026867,67.99,1826,26.86,false,true
0503100000026868,61.52,1777,28.88,false,true
0503100000026869,61.67,3360,54.49,false,true
0503100000026870,55.57,1731,31.15,false,true
0503100000026871,55.22,1606,29.08,false,true
0503100000026872,55.77,1750,31.38,false,true
0503100000026873,55.81,1635,29.30,false,true
0503100000028265,55.85,3076,55.07,false,true
0503100000028266,16.95,628,37.04,false,true
0503100000030105,51.75,2074,40.07,false,true
0503100000030106,51.76,2060,39.80,false,true
0503100000030107,9.25,382,41.32,false,false
0503100000030108,52.08,2662,51.11,false,true
0503100000030109,9.24,329,35.62,false,false
0503100000030110,9.23,450,48.75,false,false
0503100000030111,51.62,1912,37.04,false,true
0503100000030112,53.71,2118,39.44,false,true
0503100000030113,51.72,1858,35.93,false,true
0503100000030114,9.25,348,37.63,false,false
0503100000030115,65.34,2366,36.21,false,true
0503100000029726,1401.05,64724,46.20,false,true
0503100000026954,62.98,1755,27.87,false,true
0503100000026955,61.09,3411,55.84,false,true
0503100000026956,61.31,3406,55.55,false,true
0503100000027952,47.20,2447,51.84,false,true
0503100000027975,16.85,1513,89.77,false,true
0503100000031080,58.94,3195,54.21,false,true
0503100000030233,9.17,578,63.02,false,false
0503100000030234,9.16,531,57.97,false,false
0503100000030235,52.66,3109,59.04,false,true
0503100000030236,9.15,538,58.78,false,false
0503100000030237,53.25,2020,37.93,false,true
0503100000030238,50.59,2832,55.98,false,true
0503100000031164,60.92,1723,28.28,false,true
0503100000031165,60.85,2030,33.36,false,true
0503100000031166,60.90,3522,57.84,false,true
0503100000031167,55.64,3045,54.73,false,true
0503100000031168,16.79,592,35.25,false,true
0503100000031584,1236.81,42140,34.07,false,true
0503100000031585,14.35,468,32.62,false,true
0503100000030808,832.84,62731,75.32,false,true
0503100000031589,61.47,2175,35.39,false,true
0503100000031590,14.35,466,32.48,false,true
0503100000031591,14.35,464,32.34,false,true
0503100000031592,14.35,444,30.95,false,true
0503100000031593,14.35,478,33.32,false,true
0503100000031594,14.34,489,34.09,false,true
0503100000031595,14.35,479,33.39,false,true
0503100000031596,14.35,628,43.78,false,true
0503100000030304,52.91,3061,57.85,false,true
0503100000029404,9.19,334,36.33,false,false
0503100000030305,50.60,2483,49.08,false,true
0503100000029405,9.15,493,53.86,false,false
0503100000029407,808.56,68833,85.13,false,true
0503100000029413,808.89,39043,48.27,false,true
0503100000031633,675.30,44930,66.53,false,true
0503100000031644,60.97,1827,29.97,false,true
0503100000031245,1062.70,36973,34.79,false,true
0503100000031261,55.35,1548,27.97,false,true
0503100000032612,52.37,2038,38.92,false,true
0503100000032613,52.83,1973,37.35,false,true
0503100000032614,8.78,283,32.25,false,false
0503100000032615,9.18,346,37.70,false,false
0503100000032616,9.01,311,34.51,false,false
0503100000032617,52.27,1853,35.45,false,true
0503100000032618,52.97,2012,37.98,false,true
0503100000030400,9.28,288,31.02,false,false
0503100000031733,62.00,2983,48.11,false,true
0503100000031734,9.23,562,60.87,false,false
0503100000030967,16.82,1445,85.93,false,true
0503100000030968,16.91,1672,98.87,false,true
0503100000031312,24.24,2417,99.71,false,true
0503100000032697,9.42,341,36.20,false,false
0503100000030023,9.75,456,46.76,false,false
0503100000030025,9.72,600,61.73,false,false
0503100000031359,323.35,10217,31.60,false,true
0503100000031360,208.26,5475,26.29,false,true
0503100000031361,208.85,6025,28.85,false,true
0503100000031362,653.27,25829,39.54,false,true
0503100000031363,962.34,58570,60.86,false,true
0503100000031364,972.36,58032,59.68,false,true
0503100000031365,208.05,10754,51.69,false,true
0503100000031367,29.15,1488,51.05,false,true
0503100000031368,55.12,2250,40.82,false,true
0503100000030498,9.32,269,28.85,false,false
0503100000031377,59.88,5684,94.92,false,true
0503100000031378,56.68,4340,76.57,false,true
0503100000031379,56.68,3379,59.62,false,true
0503100000031380,55.65,2412,43.34,false,true
0503100000034084,8.93,652,73.05,false,false
0503100000031381,56.67,2182,38.51,false,true
0503100000030049,1236.04,55028,44.52,false,true
0503100000031382,56.67,2322,40.97,false,true
0503100000030050,56.66,2114,37.31,false,true
0503100000031383,56.67,2183,38.52,false,true
0503100000030051,56.66,2140,37.77,false,true
0503100000031822,53.63,2252,41.99,false,true
0503100000030052,781.72,43736,55.95,false,true
0503100000031823,9.21,374,40.59,false,false
0503100000031824,800.43,38388,47.96,false,true
0503100000031405,54.95,2768,50.37,false,true
0503100000031406,17.47,585,33.49,false,true
0503100000031407,17.38,566,32.57,false,true
0503100000031408,17.25,565,32.75,false,true
0503100000031409,17.29,566,32.73,false,true
0503100000031429,795.48,33263,41.82,false,true
0503100000031431,50.52,1526,30.21,false,true
0503100000031432,52.72,1504,28.53,false,true
0503100000031433,52.39,1408,26.88,false,true
0503100000031434,52.93,1585,29.94,false,true
0503100000031435,52.66,1516,28.79,false,true
0503100000031436,52.52,1624,30.92,false,true
0503100000031437,9.17,269,29.33,false,false
0503100000031438,53.67,1618,30.14,false,true
0503100000031439,50.09,1411,28.17,false,true
0503100000031440,50.08,1427,28.49,false,true
0503100000031441,52.53,1468,27.94,false,true
0503100000031442,52.48,1445,27.54,false,true
0503100000031443,9.18,250,27.24,false,false
0503100000033305,2868.49,102078,35.59,false,true
0503100000033312,3.42,372,108.72,false,true
0503100000032908,502.33,20676,41.16,false,true
0503100000034229,86.98,4114,47.30,false,true
0503100000033352,70.01,2271,32.44,false,true
0503100000032476,10.74,1546,143.89,false,true
0503100000032956,3378.19,118267,35.01,false,true
0503100000032968,3.35,211,62.97,false,true
0503100000033984,929.64,27266,29.33,false,true
0503100000034020,12.96,310,23.92,false,false
0503100000035763,1249.07,47415,37.96,false,true
0503100000036714,1157.65,43019,37.16,false,true
0503100000033561,86.46,2343,27.10,false,true
0503100000033567,2562.60,140466,54.81,false,true
0503100000033568,51.46,2187,42.50,false,true
0503100000033569,51.46,1857,36.09,false,true
0503100000033570,51.45,1777,34.54,false,true
0503100000033571,51.45,1803,35.05,false,true
0503100000033572,51.44,1843,35.83,false,true
0503100000033573,51.44,2225,43.26,false,true
0503100000033574,51.44,1865,36.26,false,true
0503100000033575,51.44,1813,35.24,false,true
0503100000035282,959.18,35683,37.20,false,true
0503100000034782,3.52,243,68.97,false,false
0503100000037210,7.52,264,35.11,false,false
0503100000038184,996.55,81963,82.25,false,true
0503100000035337,6911.73,266222,38.52,false,true
0503100000034844,16.33,436,26.70,false,true
0503100000036827,64.17,6799,105.95,false,false
0503100000038212,28.46,9324,327.65,false,false
0503100000038258,24.22,2515,103.86,false,false
0503100000038260,4.19,221,52.68,false,false
0503100000034895,1165.69,73244,62.83,false,true
0503100000034482,4535.81,161309,35.56,false,true
0503100000038383,37.44,1180,31.51,false,true
0503100000034526,69.42,7160,103.14,false,false
0503100000036936,13.03,682,52.32,false,false
0503100000036937,15.82,444,28.06,false,false
0503100000036938,8.83,379,42.90,false,false
0503100000034547,16.45,1330,80.83,false,false
0503100000034947,15.35,884,57.59,false,false
0503100000034967,117.65,7062,60.02,false,false
0503100000037335,1961.80,62783,32.00,false,true
0503100000037336,1251.64,84503,67.51,false,true
0503100000036583,12.36,504,40.77,false,false
0503100000036584,12.46,404,32.41,false,false
0503100000036585,10.89,474,43.53,false,false
0503100000038554,13.43,519,38.65,false,false
0503100000038556,7.43,489,65.85,false,false
0503100000038675,5.80,334,57.55,false,false
0503100000038676,8.84,1336,151.08,false,false
0503100000038677,8.33,291,34.91,false,false
0503100000038678,7.59,302,39.81,false,false
0503100000038679,4.49,172,38.33,false,false
0503100000010280,76.73,2840,37.02,false,true
0503100000039600,12.46,395,31.71,false,false
0503100000039601,10.20,375,36.78,false,false
0503100000039602,6.47,193,29.85,false,false
0503100000039603,7.78,259,33.29,false,false
0503100000039604,13.81,668,48.38,false,false
0503100000039605,13.40,421,31.41,false,false
0503100000039606,15.41,484,31.41,false,false
0503100000039607,21.36,646,30.24,false,false
0503100000039608,13.77,1249,90.69,false,false
0503100000039609,15.18,758,49.92,false,false
0503100000039610,16.44,505,30.72,false,false
0503100000039611,14.28,437,30.60,false,false
0503100000039612,17.71,510,28.80,false,false
0503100000039613,19.72,541,27.43,false,false
0503100000039614,5.96,172,28.84,false,false
0503100000039615,12.16,540,44.41,false,false
0503100000039616,3.56,107,30.06,false,false
0503100000039617,4.31,131,30.37,false,false
0503100000039618,4.70,140,29.81,false,false
0503100000039619,5.97,173,29.00,false,false
0503100000039620,7.58,249,32.84,false,false
0503100000039621,5.02,146,29.06,false,false
0503100000039622,6.53,179,27.41,false,false
0503100000039623,5.26,179,34.00,false,false
0503100000039624,17.66,492,27.86,false,false
0503100000039625,9.77,823,84.27,false,false
0503100000039626,3.15,262,83.18,false,false
0503100000039627,3.05,303,99.49,false,false
0503100000039628,6.00,466,77.72,false,false
0503100000039629,2.81,224,79.74,false,false
0503100000039630,2.06,197,95.54,false,false
0503100000039631,5.93,524,88.30,false,false
0503100000039632,9.51,811,85.26,false,false
0503100000039633,2.62,178,67.96,false,false
0503100000039634,5.45,377,69.13,false,false
0503100000039635,7.72,474,61.43,false,false
0503100000039636,8.00,442,55.28,false,false
0503100000039637,3.60,199,55.27,false,false
0503100000039638,10.38,610,58.74,false,false
0503100000039639,6.62,265,40.02,false,false
0503100000039640,9.71,1100,113.23,false,false
0503100000039641,10.92,572,52.38,false,false
0503100000039642,12.57,779,61.96,false,false
0503100000039643,6.81,736,108.11,false,false
0503100000039644,4.09,232,56.71,false,false
0503100000039645,17.10,969,56.66,false,false
0503100000039646,4.88,171,35.06,false,false
0503100000039647,16.79,1158,68.96,false,false
0503100000039648,8.84,280,31.66,false,false
0503100000039649,13.14,676,51.43,false,false
0503100000039650,17.69,808,45.68,false,false
0503100000039651,14.64,846,57.80,false,false
0503100000039652,7.89,296,37.50,false,false
0503100000039653,5.99,263,43.93,false,false
0503100000039654,7.42,271,36.52,false,false
0503100000039655,109.03,3601,33.03,false,false
0503100000039656,4.65,281,60.37,false,false
0503100000025534,2725.94,175216,64.28,false,true
0503100000010378,73.63,2025,27.50,false,true
0503100000001548,111.30,3465,31.13,false,true
0503100000038177,819.92,62165,75.82,false,true
0503100000019516,69.48,2455,35.33,false,true
0503100000019515,67.64,2345,34.67,false,true
0503100000019431,52.33,1824,34.85,false,true
0503100000013840,73.13,4154,56.80,false,true
0503100000013834,70.63,3676,52.05,false,true
0503100000018810,69.68,1886,27.07,false,true
0503100000020032,55.84,2854,51.11,false,true
0503100000020033,53.36,2431,45.56,false,true
0503100000020034,53.37,2454,45.98,false,true
0503100000019939,53.38,2458,46.05,false,true
0503100000019940,53.39,2472,46.30,false,true
0503100000020028,55.72,2895,51.95,false,true
0503100000031457,55.32,2000,36.15,false,true
0503100000020035,52.84,1877,35.52,false,true
0503100000020036,52.84,2235,42.30,false,true
0503100000020037,52.84,2409,45.59,false,true
0503100000020038,52.84,2489,47.10,false,true
0503100000030019,55.32,2785,50.35,false,true
0503100000020043,55.30,1643,29.71,false,true
0503100000020044,52.81,1434,27.15,false,true
0503100000020042,52.80,1440,27.27,false,true
0503100000020041,52.79,1436,27.20,false,true
0503100000020040,52.78,1431,27.11,false,true
0503100000020039,55.25,1816,32.87,false,true
0503100000019950,55.30,1658,29.98,false,true
0503100000031455,52.81,1438,27.23,false,true
0503100000018711,52.80,1453,27.52,false,true
0503100000018710,52.79,1438,27.24,false,true
0503100000030027,52.78,1415,26.81,false,true
0503100000020165,55.25,1858,33.63,false,true
0503100000020056,58.00,3015,51.98,false,true
0503100000020132,55.80,2633,47.18,false,true
0503100000020133,55.77,2637,47.28,false,true
0503100000030022,57.87,2920,50.46,false,true
0503100000020055,57.96,3002,51.79,false,true
0503100000020054,55.81,2632,47.16,false,true
0503100000020053,55.83,2616,46.86,false,true
0503100000020052,58.01,2997,51.66,false,true
0503100000020049,57.95,2949,50.89,false,true
0503100000020050,55.78,2557,45.84,false,true
0503100000020051,55.78,2556,45.82,false,true
0503100000030021,57.95,2871,49.54,false,true
0503100000020048,57.59,2926,50.81,false,true
0503100000020047,55.96,2526,45.14,false,true
0503100000020046,55.96,2218,39.63,false,true
0503100000020045,58.13,1963,33.77,false,true
0503100000018712,68.93,2194,31.83,false,true
0503100000020026,52.56,1508,28.69,false,true
0503100000020025,52.57,1430,27.20,false,true
0503100000020024,52.58,1451,27.60,false,true
0503100000019953,52.59,1498,28.48,false,true
0503100000019952,52.59,1518,28.86,false,true
0503100000019951,52.59,1544,29.36,false,true
0503100000030020,54.65,1577,28.85,false,true
0503100000020030,57.41,4110,71.58,false,true
0503100000019947,55.32,3928,71.00,false,true
0503100000019946,55.34,4042,73.04,false,true
0503100000020159,55.35,4225,76.33,false,true
0503100000030026,55.36,4350,78.58,false,true
0503100000020158,57.45,6747,117.44,false,true
0503100000020145,57.54,3789,65.86,false,true
0503100000030024,55.46,3285,59.23,false,true
0503100000020146,55.46,3168,57.12,false,true
0503100000019941,55.46,3191,57.54,false,true
0503100000019942,55.45,3214,57.96,false,true
0503100000020157,57.57,3469,60.26,false,true
0503100000019944,57.87,3479,60.12,false,true
0503100000019945,55.40,3284,59.28,false,true
0503100000019943,55.40,3270,59.03,false,true
0503100000020149,55.40,3349,60.45,false,true
0503100000020148,55.39,3308,59.72,false,true
0503100000020147,57.11,3707,64.91,false,true
0503100000041285,1664.97,124119,74.55,false,true
